price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,sector_median_price,sector_number
2.85,15590.0,1828.0,1828,3,3,3,43.0,0,0,0,0,0,0,1,115,2.775,65
2.4,9305.0,2579.0,2579,3,4,3,3.0,2,1,0,0,0,0,1,49,1.7,102
6.5,15294.0,4250.0,4250,4,4,3,0.0,2,1,1,0,1,0,0,67,3.85,72
1.28,8557.0,1496.0,1490,3,3,3,16.0,2,1,0,0,0,0,1,128,1.3,79
0.85,5102.0,1666.0,1666,3,2,2,5.0,3,0,0,0,0,0,0,0,1.5,114
4.25,10953.0,3880.0,3880,5,5,3,4.0,2,0,1,0,0,0,0,101,3.35,110
0.8,5878.0,1361.0,1361,2,2,3,3.0,1,0,0,0,1,0,0,174,1.25,103
2.25,13608.0,1653.0,1433,2,2,3,5.0,0,0,0,0,0,0,0,48,2.775,65
10.0,27778.0,3600.0,400,4,5,3,2.0,1,1,1,0,1,1,1,49,2.175,109
0.8,8421.0,950.0,950,2,2,2,2.0,0,0,0,0,0,0,0,42,1.185,37
4.02,17500.0,2297.0,2295,3,3,1,3.0,0,0,0,0,0,0,0,31,4.625,59
2.4,8347.0,2875.0,2875,4,6,3,15.0,2,0,1,0,0,0,0,156,1.25,103
1.12,6455.0,1735.0,1735,3,3,2,17.0,3,0,0,0,0,0,1,111,1.19,83
1.05,5011.0,2095.0,2095,4,4,3,3.0,1,1,0,0,0,0,0,66,0.9,84
1.7,10967.0,1550.0,1600,3,2,3,6.0,4,0,0,1,0,0,0,101,1.7,56
2.1,7467.0,2812.0,2812,4,4,3,2.0,2,0,0,0,0,0,0,49,1.3,85
4.25,13281.0,3200.0,3200,3,4,3,3.0,4,0,1,0,1,0,1,143,4.25,24
2.22,13875.0,1600.0,2149,3,4,3,15.0,2,1,1,0,0,0,0,82,1.7,102
3.08,11407.0,2700.0,2700,6,4,2,1.0,5,0,0,0,0,0,0,0,1.35,11
2.5,14000.0,1786.0,1827,3,3,3,15.0,0,0,0,0,0,0,0,151,1.7,102
0.95,10215.0,930.0,930,2,2,1,11.0,1,0,0,0,0,0,1,103,1.655,70
13.5,50000.0,2700.0,300,16,16,3,4.0,2,1,1,0,1,1,0,41,5.25,43
9.5,42222.0,2250.0,302,5,5,3,2.0,2,0,1,0,1,0,1,88,5.25,43
0.87,5513.0,1578.0,1578,2,3,3,5.0,2,1,0,0,0,0,0,109,1.185,37
0.6,7594.0,790.0,790,2,2,0,2.0,2,0,0,0,0,0,1,15,0.66,6
1.2,8888.0,1350.0,1350,2,3,1,0.0,2,0,0,0,0,0,0,150,1.535,69
1.3,8922.0,1457.0,1943,3,3,3,4.0,2,0,0,0,1,0,1,174,0.675,107
0.9,8036.0,1120.0,1120,3,2,0,2.0,0,0,0,0,0,0,0,58,1.5,114
2.36,14303.0,1650.0,1650,3,3,3,0.0,2,1,1,0,0,0,1,159,2.775,65
1.85,308333.0,60.0,60,8,8,3,5.0,2,0,0,0,0,0,0,53,5.25,43
1.3,10743.0,1210.0,1210,2,2,2,3.0,1,1,0,0,0,0,0,22,1.45,33
0.4,5000.0,800.0,800,2,2,2,1.0,2,0,0,0,0,0,2,0,1.45,33
0.9,5614.0,1603.0,1603,3,3,3,0.0,0,0,0,0,0,0,0,66,1.185,37
4.85,25866.0,1875.0,1875,3,4,3,25.0,2,0,1,0,0,0,1,26,4.86,54
0.54,6506.0,830.0,830,2,2,1,2.0,2,0,0,0,0,0,0,16,1.5,114
1.35,8181.0,1650.0,1650,3,3,3,5.0,2,0,1,0,0,0,0,119,1.7,102
1.5,5859.0,2560.0,2560,4,5,3,6.0,1,0,1,0,0,0,1,28,1.3,85
1.29,8835.0,1460.0,1943,3,3,3,1.0,2,0,0,0,1,0,1,174,0.675,107
2.6,46917.0,554.0,554,2,2,2,6.0,1,0,0,0,0,0,0,42,1.5,114
4.5,33333.0,1350.0,150,3,3,2,2.0,4,0,0,0,1,0,1,58,13.0,26
1.62,8307.0,1950.0,1950,3,5,3,9.0,2,0,1,0,0,0,0,43,1.655,70
1.3,10483.0,1240.0,1772,2,2,3,10.0,2,0,0,1,0,0,0,148,1.3,85
1.88,6153.0,3055.0,3055,4,5,3,10.0,2,0,0,0,0,0,0,110,2.175,109
1.7,9742.0,1745.0,1745,3,3,3,22.0,2,0,0,0,0,0,0,74,2.175,109
4.35,23693.0,1836.0,204,8,8,2,3.0,2,1,0,0,1,0,1,19,4.25,46
2.15,7645.0,2812.0,2812,4,5,3,1.0,2,0,1,0,0,0,0,165,1.3,85
1.45,9615.0,1508.0,1508,3,2,3,9.0,1,0,0,0,0,0,0,0,1.1,68
0.78,5735.0,1360.0,1360,2,2,2,8.0,1,0,0,0,0,0,0,72,1.27,86
3.83,21577.0,1775.0,2164,3,4,2,10.0,2,1,1,0,0,0,1,174,3.8,58
0.62,4807.0,1290.0,1498,2,2,2,5.0,1,0,0,0,0,0,0,0,0.82,92
1.4,9978.0,1403.0,2355,4,6,3,10.0,2,0,1,0,0,0,0,174,1.2,106
0.94,14009.0,671.0,671,1,2,2,2.0,5,0,0,0,0,0,0,0,2.675,49
2.0,7604.0,2630.0,2630,4,4,2,11.0,2,0,1,0,1,0,0,64,2.175,109
7.0,11000.0,6364.0,6000,4,4,3,6.0,2,0,1,0,0,0,0,52,1.5,114
0.8,11111.0,720.0,720,1,1,1,0.0,5,0,0,0,0,0,0,0,2.675,49
1.48,7400.0,2000.0,2000,3,3,2,1.0,1,0,1,1,0,0,1,139,0.9,84
8.6,12285.0,7000.0,7000,4,5,3,3.0,2,0,0,0,0,0,1,30,3.85,72
3.45,10147.0,3400.0,3400,4,4,3,9.0,3,0,1,0,0,0,1,125,3.35,110
7.0,32407.0,2160.0,240,3,2,0,1.0,5,0,0,0,0,0,0,0,6.975,50
1.8,7223.0,2492.0,2215,4,4,3,7.0,3,0,0,0,0,0,0,38,1.25,90
1.49,5820.0,2560.0,2560,4,5,3,10.0,2,0,1,0,0,0,1,84,1.3,85
0.88,11125.0,791.0,1275,2,2,2,13.0,2,0,0,0,0,0,2,127,1.5,114
7.5,16600.0,4518.0,502,3,3,2,1.0,4,1,1,0,1,0,1,27,4.26,14
10.5,43210.0,2430.0,302,12,12,3,4.0,2,0,1,0,1,0,1,72,13.0,26
4.0,6666.0,6001.0,6000,4,4,3,2.0,2,0,1,0,0,0,0,154,1.655,70
1.25,8445.0,1480.0,1480,2,2,3,13.0,3,1,0,0,0,0,0,6,1.27,86
8.5,31481.0,2700.0,300,5,5,3,3.0,3,0,1,0,0,0,1,113,5.25,43
2.5,9433.0,2650.0,2650,4,4,3,2.0,2,0,0,0,0,0,1,94,5.25,43
0.78,6404.0,1218.0,1210,3,3,3,1.0,2,0,0,0,1,0,0,150,1.5,114
3.5,133079.0,263.0,263,8,8,3,3.0,2,1,1,0,1,0,2,77,1.15,12
0.68,8252.0,824.0,824,2,2,2,3.0,1,0,0,0,0,0,0,113,1.5,114
0.75,5555.0,1350.0,1350,2,2,2,4.0,3,0,0,0,0,0,0,70,1.5,114
1.13,8500.0,1329.0,1326,3,3,2,4.0,0,1,0,0,0,0,0,115,1.115,89
0.98,5950.0,1647.0,1647,3,3,3,12.0,2,0,0,0,0,1,0,79,1.58,104
1.29,9020.0,1430.0,1702,3,3,3,7.0,2,1,0,0,0,0,0,174,1.25,90
0.3,6243.0,481.0,567,2,2,2,4.0,2,0,0,0,0,0,2,120,1.5,114
2.24,6523.0,3434.0,3434,4,4,3,12.0,2,0,1,0,0,0,0,20,0.9,84
20.0,48889.0,4091.0,500,16,16,3,4.0,1,0,1,0,0,0,1,31,13.0,26
2.15,13522.0,1590.0,1590,3,3,3,1.0,1,0,0,0,0,0,0,31,1.45,33
2.52,8000.0,3150.0,3150,4,4,3,19.0,2,0,1,1,0,0,1,156,1.58,104
0.7,7777.0,900.0,900,1,1,0,1.0,5,0,0,0,0,0,0,0,1.36,2
1.75,9062.0,1931.0,1931,3,4,3,16.0,2,0,1,0,0,0,1,134,1.7,102
3.75,11029.0,3400.0,3400,5,5,3,3.0,5,0,0,0,0,0,0,0,0.725,5
15.0,33333.0,4500.0,500,4,4,2,2.0,3,0,1,0,0,0,0,160,6.975,50
1.4,8235.0,1700.0,1700,3,3,2,3.0,1,0,0,0,1,0,0,61,2.4,82
2.4,8889.0,2700.0,300,10,5,3,2.0,4,1,1,0,1,0,0,8,1.16,7
2.6,10651.0,2441.0,2441,2,2,3,8.0,2,0,0,0,0,0,0,168,4.0,112
2.1,14254.0,1473.0,1508,2,2,2,30.0,1,0,1,0,0,0,0,52,4.25,62
0.43,8582.0,501.0,501,2,2,1,6.0,1,0,0,0,0,1,0,72,1.27,86
3.25,12810.0,2537.0,2537,3,4,3,4.0,4,0,1,0,0,0,1,135,6.975,50
8.81,27191.0,3240.0,360,8,6,3,3.0,3,1,1,0,0,1,1,27,2.4,47
0.4,10204.0,392.0,392,1,1,1,4.0,2,0,0,0,0,0,0,35,0.735,36
0.45,7.0,642857.0,569243,2,2,2,2.0,1,0,0,0,0,0,0,76,0.4,95
2.85,14430.0,1975.0,1975,4,4,3,3.0,2,1,1,0,0,0,0,28,2.775,65
9.85,29638.0,3323.0,418,5,5,2,3.0,4,1,1,0,1,0,0,21,5.25,43
1.25,8638.0,1447.0,1447,3,4,3,0.0,4,0,1,0,0,0,2,31,1.25,90
3.95,15262.0,2588.0,2588,3,3,3,33.0,1,0,1,0,0,0,1,49,4.25,62
1.24,12400.0,1000.0,1150,2,2,3,19.0,3,0,0,0,1,0,1,157,2.35,28
1.3,5039.0,2580.0,2580,4,4,3,9.0,5,0,0,0,0,0,0,0,1.225,9
4.31,31926.0,1350.0,150,5,4,3,3.0,4,0,0,0,0,0,0,40,9.0,25
0.6,5000.0,1200.0,1200,3,2,3,4.0,3,0,0,0,0,0,1,49,0.82,92
3.29,17997.0,1828.0,1828,3,3,3,33.0,1,0,0,0,0,0,0,49,2.775,65
2.75,12343.0,2228.0,2228,6,6,2,2.0,5,0,0,0,0,0,0,0,1.15,12
2.7,9980.0,2705.0,2605,3,3,3,3.0,3,0,1,0,0,0,0,117,6.975,50
1.51,9569.0,1578.0,1578,3,3,2,0.0,2,0,0,0,1,0,2,165,1.535,69
2.55,9532.0,2675.0,2675,4,5,2,4.0,1,0,1,0,0,0,0,44,1.3,79
2.09,8708.0,2400.0,2400,4,4,3,7.0,2,0,0,0,0,1,1,125,1.7,56
1.37,9133.0,1500.0,1500,3,3,3,2.0,4,0,0,0,0,1,0,174,1.7,56
0.48,4367.0,1099.0,1099,2,2,2,11.0,0,0,0,0,0,0,0,45,1.5,114
2.15,23889.0,900.0,100,3,3,3,3.0,3,1,0,1,1,0,0,45,5.0,40
3.46,12047.0,2872.0,2872,4,4,3,10.0,1,0,1,0,0,0,2,161,2.205,81
19.0,42222.0,4500.0,500,6,8,3,3.0,3,1,1,1,1,0,1,103,13.0,26
2.5,1379.0,18129.0,18122,4,5,3,16.0,0,1,0,0,1,1,1,44,1.3,85
0.75,6938.0,1081.0,1081,2,2,0,1.0,5,0,0,0,0,0,0,58,1.5,114
3.0,18000.0,1667.0,1828,3,3,3,20.0,0,0,0,0,0,0,0,60,2.775,65
1.12,6455.0,1735.0,1735,3,3,2,4.0,2,1,1,1,1,0,1,165,1.19,83
1.42,7760.0,1830.0,1920,3,3,2,10.0,2,0,0,0,0,0,0,117,0.82,92
1.9,6975.0,2724.0,2724,4,4,3,9.0,2,0,1,0,0,0,0,120,1.75,91
12.0,38986.0,3078.0,342,16,16,3,4.0,1,1,1,1,1,0,1,0,5.0,40
7.42,34351.0,2160.0,2160,4,4,3,2.0,4,0,0,0,0,0,1,88,6.975,50
1.25,6377.0,1960.0,1960,3,4,3,8.0,0,0,0,0,0,0,0,54,2.4,82
2.12,16960.0,1250.0,1852,3,3,3,9.0,2,0,0,0,0,0,0,72,1.7,102
1.7,12592.0,1350.0,1350,3,3,3,6.0,1,0,1,0,0,0,0,38,1.45,33
1.47,12782.0,1150.0,1150,2,2,2,4.0,1,1,0,0,1,0,0,53,2.025,61
1.39,6412.0,2168.0,2160,3,3,3,11.0,2,1,1,0,0,0,1,117,2.4,82
1.75,9210.0,1900.0,1900,3,3,3,6.0,2,0,1,0,0,0,1,150,1.19,83
2.45,16000.0,1531.0,1200,2,2,2,7.0,1,1,0,0,0,0,2,174,4.25,62
8.0,22222.0,3600.0,400,6,7,3,51.0,3,1,1,0,1,0,1,49,3.0,67
1.32,5605.0,2355.0,2355,4,5,3,11.0,2,0,1,0,0,0,0,49,1.2,106
0.52,8062.0,645.0,645,3,2,2,5.0,2,0,0,0,0,1,0,15,0.675,107
1.45,11363.0,1276.0,1276,2,2,2,6.0,2,0,0,0,0,0,0,80,2.45,113
0.28,5674.0,493.0,489,2,2,2,6.0,2,0,0,0,0,0,0,45,0.675,107
1.15,6927.0,1660.0,1660,3,2,3,12.0,2,0,0,0,0,0,0,101,2.205,81
2.1,38251.0,549.0,61,10,10,3,5.0,1,0,1,0,0,0,0,20,5.25,43
0.65,9028.0,720.0,80,3,2,1,1.0,2,0,0,0,1,1,0,14,0.6,105
1.31,8100.0,1617.0,1617,2,2,3,3.0,2,1,0,0,0,0,0,102,1.38,88
0.75,6024.0,1245.0,1245,2,2,2,19.0,2,0,0,0,0,1,1,105,1.19,83
1.8,7860.0,2290.0,2290,3,4,3,14.0,1,0,0,0,0,0,0,60,1.58,104
2.22,10596.0,2095.0,2095,3,4,3,14.0,2,1,1,1,1,0,0,45,2.175,109
1.4,8484.0,1650.0,1650,3,3,3,10.0,2,0,1,0,0,0,0,46,1.7,102
2.55,16378.0,1557.0,173,3,3,2,2.0,4,0,0,0,0,0,0,8,1.36,2
10.5,261194.0,402.0,402,4,4,2,2.0,4,0,1,0,1,0,1,91,9.0,25
1.4,5384.0,2600.0,2600,4,5,3,9.0,2,1,1,0,1,1,0,49,1.185,37
0.52,6326.0,822.0,822,2,2,2,3.0,2,0,0,0,1,0,0,161,1.5,114
0.3,5403.0,555.0,655,2,2,2,6.0,1,0,0,0,0,0,0,109,1.5,114
1.9,9783.0,1942.0,1942,3,4,3,20.0,2,0,1,0,0,0,0,165,1.7,102
2.0,30968.0,646.0,60,9,9,3,11.0,2,0,1,0,0,0,2,7,4.86,54
2.79,14126.0,1975.0,1975,4,4,3,2.0,2,1,1,0,0,0,2,174,2.775,65
11.0,35530.0,3096.0,344,5,5,3,2.0,2,1,1,1,1,0,0,29,9.0,25
0.85,4927.0,1725.0,1725,3,3,3,10.0,2,1,0,0,0,0,0,52,0.9,84
0.55,7422.0,741.0,741,2,2,2,9.0,0,0,0,0,0,0,0,26,1.46,76
2.75,10754.0,2557.0,2557,3,4,3,3.0,3,0,0,0,0,0,0,32,5.15,48
2.1,23333.0,900.0,100,8,8,3,4.0,3,0,0,0,0,1,1,38,2.35,28
2.4,12000.0,2000.0,2000,3,3,2,2.0,3,0,0,1,1,0,0,28,2.9,23
0.9,6143.0,1465.0,1465,2,2,3,7.0,3,1,0,0,0,0,1,156,1.5,114
1.25,6082.0,2055.0,2055,3,3,3,4.0,0,0,0,0,0,0,0,16,1.185,37
12.5,34722.0,3600.0,400,4,4,3,2.0,2,1,1,0,0,0,0,56,2.775,65
0.28,3650.0,767.0,767,2,2,2,5.0,1,0,0,0,0,1,0,0,0.4,95
5.5,30556.0,1800.0,200,4,4,3,2.0,3,0,0,1,1,0,0,49,13.0,26
0.5,11111.0,450.0,450,2,2,2,2.0,1,1,1,0,1,1,0,14,0.65,4
6.0,33333.0,1800.0,200,8,5,3,3.0,4,0,0,0,0,0,1,9,13.0,26
0.72,4881.0,1475.0,1475,3,3,2,9.0,3,0,0,0,0,1,0,49,1.3,85
1.36,8618.0,1578.0,1578,3,3,1,12.0,2,0,0,0,1,0,0,95,1.535,69
1.1,5705.0,1928.0,1928,3,3,3,8.0,3,0,1,0,0,0,0,111,1.4,80
1.95,9701.0,2010.0,2010,4,4,2,0.0,2,0,0,0,0,0,0,157,1.535,69
1.27,6580.0,1930.0,1930,3,4,3,19.0,2,0,1,0,1,0,0,126,1.27,86
1.19,7121.0,1671.0,1671,2,2,3,11.0,2,0,0,0,0,0,0,49,1.3,85
2.08,10000.0,2080.0,2443,4,4,3,0.0,1,1,1,0,1,0,0,121,1.185,37
1.2,14563.0,824.0,1359,2,2,3,0.0,2,0,0,0,0,0,0,49,1.7,102
0.07,2525.0,277.0,33,1,1,0,1.0,2,0,0,0,0,0,0,0,1.5,114
5.7,10556.0,5400.0,600,4,4,3,4.0,2,1,1,0,0,0,0,98,2.175,109
9.5,33404.0,2844.0,316,9,9,3,3.0,4,0,0,0,0,1,0,81,9.0,25
0.96,9767.0,983.0,1075,2,2,2,1.0,0,0,0,0,0,0,0,49,2.205,81
2.35,11233.0,2092.0,2092,3,4,3,18.0,2,0,1,0,0,0,0,106,2.205,81
2.2,14202.0,1549.0,1549,3,3,2,4.0,1,0,0,0,0,0,0,152,2.025,61
5.15,18885.0,2727.0,303,5,7,3,2.0,3,0,1,0,1,0,1,145,5.15,48
1.65,13750.0,1200.0,1200,2,2,2,1.0,0,1,0,0,0,0,0,16,2.025,61
1.35,8737.0,1545.0,1545,3,4,2,8.0,3,0,1,0,0,0,0,49,1.45,33
0.5,7142.0,700.0,700,3,3,2,2.0,0,0,0,0,0,0,0,31,1.185,37
6.0,22222.0,2700.0,300,5,4,3,3.0,1,1,0,0,0,0,0,40,1.655,70
2.1,8123.0,2585.0,2585,3,4,3,11.0,2,0,1,0,0,0,1,165,2.175,109
1.1,8148.0,1350.0,1350,3,2,2,5.0,5,0,0,0,0,0,0,0,1.655,70
0.43,6615.0,650.0,650,2,2,1,2.0,2,0,0,0,0,0,0,7,0.65,4
1.25,4715.0,2651.0,2651,4,4,3,6.0,3,0,0,0,0,0,1,44,1.5,114
0.85,5556.0,1530.0,1350,2,2,3,10.0,1,1,0,0,0,1,0,24,0.9,84
1.6,8163.0,1960.0,1960,3,3,3,5.0,1,0,0,0,0,0,0,58,1.115,89
2.6,11438.0,2273.0,2273,4,4,3,2.0,2,0,0,0,0,1,0,38,2.4,82
1.4,7179.0,1950.0,1950,4,4,3,10.0,2,0,1,0,0,0,0,35,1.19,83
2.78,13580.0,2047.0,2047,3,3,3,4.0,2,0,0,0,1,0,1,157,3.0,67
26.0,82540.0,3150.0,402,16,16,3,4.0,1,1,1,1,1,0,2,72,13.0,26
0.56,8553.0,655.0,650,1,1,2,7.0,3,0,0,0,0,0,0,92,1.36,2
2.5,13270.0,1884.0,1884,3,3,2,1.0,5,0,0,0,0,0,0,66,1.45,33
2.1,10500.0,2000.0,2000,3,4,3,11.0,1,0,1,0,0,0,1,129,1.25,77
2.95,20359.0,1449.0,161,2,2,2,1.0,3,0,0,0,0,0,0,31,1.7,56
1.7,7727.0,2200.0,2200,3,3,3,4.0,3,1,0,0,0,0,0,49,1.7,56
2.6,15758.0,1650.0,1650,3,3,3,3.0,5,0,0,0,0,0,0,0,2.775,65
0.7,4879.0,1435.0,1435,2,3,3,12.0,0,1,0,0,0,1,0,58,1.185,37
10.85,38150.0,2844.0,316,6,6,1,3.0,2,0,0,1,0,0,1,136,9.0,25
1.0,4033.0,2480.0,2480,3,4,0,3.0,1,0,0,0,0,0,0,0,1.5,114
0.55,6813.0,807.0,75,2,1,1,1.0,3,0,0,0,0,0,0,0,0.65,4
3.69,23699.0,1557.0,173,4,4,2,2.0,3,1,1,0,1,0,1,75,3.97,31
2.0,8305.0,2408.0,2408,3,4,3,8.0,2,0,1,0,0,0,0,21,1.3,85
1.17,6647.0,1760.0,1760,3,4,3,12.0,2,0,1,0,0,0,0,49,1.2,106
1.5,11111.0,1350.0,150,5,5,2,3.0,4,0,0,0,0,0,0,16,1.15,12
1.25,9904.0,1262.0,1262,2,2,3,19.0,5,0,0,0,0,0,0,0,1.655,70
1.2,7407.0,1620.0,180,3,3,2,1.0,5,0,0,0,0,0,0,49,3.0,67
0.9,6618.0,1360.0,1360,2,2,3,8.0,1,0,0,0,0,1,0,60,2.205,81
1.7,21013.0,809.0,1395,3,3,3,7.0,2,1,0,0,0,0,1,116,2.775,65
2.65,11276.0,2350.0,2605,3,3,3,3.0,3,0,1,0,0,0,0,174,6.975,50
1.05,5412.0,1940.0,1940,2,2,3,1.0,1,1,0,0,0,0,0,49,1.5,114
3.7,13214.0,2800.0,2800,4,5,3,10.0,2,0,1,0,0,0,1,165,3.0,60
3.49,20197.0,1728.0,192,4,4,2,3.0,3,1,1,0,1,0,1,49,4.2,57
1.65,8790.0,1877.0,1877,3,3,2,15.0,2,0,0,0,0,0,0,116,1.185,37
1.8,9230.0,1950.0,1950,3,3,3,18.0,2,0,0,0,0,0,1,126,1.1,68
0.8,5856.0,1366.0,1366,2,2,3,6.0,2,0,0,0,1,0,1,174,0.675,107
1.7,9444.0,1800.0,1800,1,1,2,1.0,5,0,0,0,0,0,0,0,1.15,12
0.27,4345.0,621.0,619,2,2,2,10.0,2,0,0,0,0,0,0,43,1.5,114
0.45,9000.0,500.0,500,1,1,1,3.0,5,0,0,0,0,0,0,0,0.605,8
0.87,9255.0,940.0,1385,2,2,3,1.0,1,0,0,0,0,0,0,174,1.2,106
0.88,6442.0,1366.0,1366,2,2,3,3.0,2,0,0,0,0,0,0,99,0.675,107
1.85,8043.0,2300.0,2300,4,4,0,4.0,5,0,0,0,0,0,0,0,3.0,67
2.04,14623.0,1395.0,1795,3,3,3,16.0,3,0,1,0,0,0,1,165,2.025,61
2.1,17284.0,1215.0,135,6,6,3,3.0,2,0,0,0,0,0,0,14,1.35,11
2.25,10553.0,2132.0,2132,3,3,3,15.0,2,0,1,0,0,0,2,165,2.205,81
2.2,16000.0,1375.0,1375,2,2,2,6.0,2,0,0,0,0,0,0,42,3.8,58
0.39,9846.0,396.0,325,1,1,2,1.0,1,0,0,0,0,0,0,0,1.0,71
5.8,12500.0,4640.0,3700,3,4,3,9.0,4,1,1,0,1,1,2,68,4.25,24
0.95,6985.0,1360.0,1360,2,2,2,13.0,2,0,0,0,0,0,1,167,2.205,81
0.7,5177.0,1352.0,1352,2,3,2,7.0,2,1,0,0,0,0,1,49,1.25,90
1.27,7203.0,1763.0,1763,3,3,3,2.0,2,1,0,0,0,1,0,49,1.185,37
0.95,8903.0,1067.0,1067,2,2,2,1.0,0,1,0,0,0,0,0,122,1.115,89
1.25,5681.0,2200.0,2200,3,2,0,0.0,2,0,0,0,0,0,1,65,1.665,108
2.85,10936.0,2606.0,2606,4,4,3,2.0,1,0,1,0,0,0,2,174,2.4,82
7.25,27971.0,2592.0,288,3,4,2,2.0,3,1,1,1,1,0,1,115,5.15,48
0.75,6938.0,1081.0,1081,3,2,3,4.0,1,0,0,0,0,0,0,101,1.5,114
2.14,7443.0,2875.0,2875,4,6,3,7.0,2,0,1,0,0,0,0,142,1.25,103
1.07,7725.0,1385.0,1385,2,2,2,14.0,0,0,0,0,0,0,0,68,1.45,33
2.6,12212.0,2129.0,2129,3,3,3,17.0,0,0,1,0,0,0,0,44,1.3,85
9.5,23457.0,4050.0,450,5,5,3,2.0,2,0,1,0,0,0,0,45,4.0,112
1.1,6111.0,1800.0,200,8,4,3,2.0,4,0,0,0,0,0,0,7,0.65,4
1.3,10815.0,1202.0,1943,3,3,3,7.0,2,0,0,0,1,0,0,89,0.675,107
0.91,3516.0,2588.0,2588,3,3,3,8.0,3,0,1,0,0,0,0,23,1.5,114
1.14,6000.0,1900.0,1900,3,4,3,8.0,2,1,1,0,0,0,0,49,1.2,106
0.6,10753.0,558.0,62,2,2,1,1.0,3,0,0,0,0,0,0,8,1.225,9
0.6,5128.0,1170.0,130,7,3,1,2.0,3,0,0,0,0,0,0,0,1.58,104
0.17,544.0,3125.0,3212,1,1,1,12.0,2,0,0,0,0,0,0,56,0.4,95
3.0,10482.0,2862.0,2862,3,5,3,8.0,4,0,0,0,0,0,0,0,2.35,28
1.31,7987.0,1640.0,1640,2,2,2,5.0,2,0,1,0,0,0,0,89,1.3,85
3.2,9922.0,3225.0,3225,4,4,0,5.0,0,0,0,0,0,0,0,23,1.035,99
1.0,7220.0,1385.0,1385,2,2,3,2.0,1,0,0,0,0,0,1,21,1.2,106
1.85,9310.0,1987.0,1987,3,3,3,13.0,0,0,0,0,0,0,0,47,1.1,68
0.8,5517.0,1450.0,1450,2,2,0,10.0,5,0,0,0,0,0,0,61,1.25,103
0.39,6500.0,600.0,600,2,2,2,6.0,2,0,0,0,0,0,0,37,2.205,81
4.45,15451.0,2880.0,320,6,6,3,3.0,3,1,1,1,1,0,2,152,2.675,49
0.5,7751.0,645.0,645,3,2,2,6.0,2,0,0,0,0,1,0,49,0.675,107
1.45,241666.0,60.0,60,4,4,3,4.0,2,0,0,1,0,0,0,70,3.325,55
0.5,9406.0,532.0,531,2,2,2,6.0,1,0,0,0,0,0,0,37,1.5,114
3.55,14991.0,2368.0,2368,3,5,3,16.0,4,0,1,0,0,0,1,141,1.3,30
8.0,11428.0,7000.0,7000,4,4,3,2.0,4,1,1,1,1,0,0,77,1.45,33
2.75,9793.0,2808.0,312,4,4,3,3.0,2,1,0,0,1,0,0,0,0.82,92
1.1,6875.0,1600.0,1600,4,3,2,12.0,1,0,0,0,0,0,0,15,0.82,92
1.6,7547.0,2120.0,2120,3,3,3,10.0,2,0,1,0,0,0,1,60,0.82,92
1.25,8784.0,1423.0,1423,3,3,2,1.0,0,1,0,0,0,1,0,45,1.115,89
1.1,4857.0,2265.0,1750,3,3,2,9.0,2,0,0,0,0,0,0,75,0.9,84
0.89,6339.0,1404.0,1404,2,2,3,9.0,2,0,0,0,0,1,1,13,1.75,91
3.4,15454.0,2200.0,2200,3,4,3,9.0,2,0,1,1,0,0,1,96,3.475,66
1.91,16608.0,1150.0,1150,2,2,2,11.0,1,0,0,0,0,0,2,98,2.35,28
8.5,53125.0,1600.0,1600,12,12,3,4.0,1,0,0,0,0,0,1,99,2.4,47
3.0,11111.0,2700.0,2700,4,4,0,1.0,5,0,0,0,0,0,0,0,3.5,17
5.51,16990.0,3243.0,361,3,3,2,4.0,3,0,0,0,0,0,0,14,4.26,14
1.69,9146.0,1848.0,1845,3,3,3,8.0,2,0,0,0,0,0,0,49,1.25,103
2.75,12500.0,2200.0,2605,3,3,3,3.0,3,0,1,0,0,0,0,110,6.975,50
10.3,31790.0,3240.0,360,5,6,3,3.0,3,1,1,1,1,0,1,160,6.975,50
0.56,5656.0,990.0,990,2,2,3,13.0,1,0,0,0,0,0,0,8,0.4,95
1.5,50000.0,300.0,300,1,1,0,0.0,5,0,0,0,0,0,0,0,5.0,40
1.27,9182.0,1383.0,1383,2,2,3,9.0,0,0,0,0,0,0,0,38,1.45,33
1.25,6902.0,1811.0,1811,3,4,3,11.0,0,1,1,0,0,0,0,105,1.25,103
0.4,8889.0,450.0,50,7,4,3,4.0,1,0,0,0,1,0,0,7,0.725,5
8.25,45833.0,1800.0,210,12,12,3,4.0,1,0,1,0,1,0,1,40,8.0,27
4.5,10599.0,4246.0,3670,5,5,3,11.0,1,0,1,0,0,0,0,105,3.475,66
1.4,5833.0,2400.0,2400,5,4,2,2.0,3,0,0,0,0,0,0,0,1.05,21
0.4,6389.0,626.0,626,2,2,1,8.0,1,0,0,0,0,0,0,20,1.25,90
1.0,9090.0,1100.0,1100,1,1,1,1.0,4,1,0,0,1,0,1,80,2.35,28
3.25,10105.0,3216.0,3216,4,5,3,14.0,2,0,0,0,1,1,0,20,1.535,69
1.3,9135.0,1423.0,1423,3,3,2,2.0,1,1,0,0,0,0,0,44,1.115,89
1.74,7565.0,2300.0,2450,3,3,3,2.0,4,0,1,0,1,0,1,104,1.7,56
