price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,sector_median_price,sector_number
0.45,9000.0,500.0,500,1,1,1,9.0,2,0,0,0,0,0,0,0,0.735,36
2.35,11358.0,2069.0,2069,3,3,3,8.0,3,0,0,0,0,0,1,49,6.975,50
2.0,7765.0,2576.0,2125,3,3,0,15.0,2,0,1,0,0,0,0,74,5.15,48
1.5,8278.0,1812.0,1812,4,4,3,9.0,4,1,1,0,0,1,0,135,1.5,114
3.7,17619.0,2100.0,2100,4,4,3,18.0,4,0,1,0,0,0,1,26,9.0,25
1.9,18500.0,1027.0,1579,3,2,2,10.0,2,0,0,0,1,0,1,174,2.45,113
0.49,8222.0,596.0,602,2,2,1,8.0,2,0,0,0,0,1,2,49,0.675,107
1.45,10139.0,1430.0,1430,3,3,3,4.0,0,0,0,0,0,0,0,49,1.5,114
1.43,8886.0,1609.0,1608,3,3,2,1.0,2,0,0,0,1,0,0,86,1.535,69
1.4,9395.0,1490.0,1490,3,3,3,2.0,1,0,0,0,0,0,1,112,1.3,79
5.25,9051.0,5800.0,5800,4,5,3,2.0,1,1,1,0,1,0,0,49,1.5,114
1.9,9452.0,2010.0,2010,4,4,2,0.0,2,0,0,0,0,0,0,49,1.535,69
1.75,7641.0,2290.0,2290,3,4,3,12.0,2,1,1,0,1,1,1,21,1.58,104
1.15,9349.0,1230.0,1737,2,2,3,2.0,2,1,0,0,0,0,1,71,1.45,33
0.67,5583.0,1200.0,1200,2,2,2,3.0,2,0,0,0,0,0,0,23,1.185,37
0.2,5599.0,357.0,366,1,1,1,2.0,2,0,0,0,1,0,0,53,0.4,95
1.68,10071.0,1668.0,1668,3,3,2,0.0,2,0,0,0,0,0,0,157,1.535,69
6.3,35000.0,1800.0,200,4,4,3,2.0,4,0,1,1,0,0,0,89,9.0,25
0.9,6000.0,1500.0,1500,3,2,3,1.0,2,0,0,0,0,0,1,149,1.535,69
0.26,5397.0,482.0,481,2,2,1,2.0,2,0,0,0,0,0,0,37,1.5,114
1.6,9264.0,1727.0,1727,3,3,2,3.0,1,0,0,1,0,0,1,142,3.0,67
2.35,14551.0,1615.0,1615,3,3,3,5.0,0,0,0,0,0,0,0,0,2.65,111
1.45,6744.0,2150.0,2150,3,4,3,4.0,2,0,1,0,0,0,0,71,2.175,109
2.35,16319.0,1440.0,160,4,4,2,2.0,4,0,0,0,1,0,0,43,0.65,4
1.2,8432.0,1423.0,1423,3,3,2,3.0,1,1,0,0,0,1,0,37,1.115,89
16.0,35000.0,4571.0,500,6,7,3,3.0,2,1,1,1,1,0,1,105,7.925,45
0.3,6666.0,450.0,450,2,1,0,12.0,5,0,0,0,0,0,0,0,1.035,99
1.3,4545.0,2860.0,2860,3,3,1,6.0,2,0,0,0,0,0,1,79,1.19,83
0.4,4444.0,900.0,900,2,2,2,9.0,1,0,0,0,0,0,0,60,1.035,99
0.7,4673.0,1498.0,1498,2,2,2,4.0,2,0,0,0,0,0,0,65,4.0,112
0.55,7333.0,750.0,750,1,1,0,1.0,5,0,0,0,0,0,0,0,0.85,3
2.0,13889.0,1440.0,160,2,2,2,2.0,4,0,0,0,0,0,0,22,1.16,7
0.8,11852.0,675.0,75,5,3,1,2.0,3,0,0,0,0,0,0,0,0.65,4
0.2,4000.0,500.0,500,1,1,1,1.0,3,0,0,0,0,1,0,0,1.36,2
6.0,9634.0,6228.0,692,4,5,3,2.0,3,0,0,0,0,0,0,76,2.175,109
0.88,5952.0,1478.0,1485,3,3,1,1.0,2,0,0,0,0,0,0,65,1.3,85
1.4,13690.0,1023.0,1650,3,3,3,7.0,2,0,1,0,0,0,0,67,1.7,102
3.35,13266.0,2525.0,2072,3,4,2,19.0,1,0,0,0,0,0,0,102,1.665,108
1.76,10224.0,1721.0,1692,3,3,3,1.0,2,0,0,0,0,0,0,100,1.7,102
0.85,6789.0,1252.0,1252,2,2,2,3.0,1,0,0,0,0,0,0,43,1.035,99
0.42,5600.0,750.0,750,2,2,1,3.0,2,0,0,0,0,0,1,26,0.65,4
1.55,13889.0,1116.0,120,2,2,2,1.0,3,0,0,0,0,0,1,52,1.16,7
0.78,5735.0,1360.0,1360,2,2,1,8.0,1,0,0,0,0,0,0,67,1.27,86
1.1,8627.0,1275.0,1275,2,2,2,4.0,5,0,0,0,0,0,0,0,1.45,33
1.42,8998.0,1578.0,1578,3,3,2,8.0,2,0,0,0,1,0,1,94,1.535,69
0.7,4651.0,1505.0,1505,2,2,2,12.0,3,0,0,0,0,0,0,72,1.665,108
2.1,11938.0,1759.0,1759,4,4,3,10.0,4,0,0,0,0,0,2,22,3.7,38
7.5,34722.0,2160.0,240,3,3,2,2.0,3,0,1,0,0,0,1,66,6.975,50
0.95,4750.0,2000.0,2000,4,3,2,17.0,1,0,0,0,0,0,0,7,0.82,92
3.25,7510.0,4328.0,4328,4,4,3,17.0,4,0,1,0,0,0,1,130,1.45,33
1.7,7727.0,2200.0,2200,3,3,3,4.0,3,1,0,0,0,0,0,49,1.7,56
1.19,10162.0,1171.0,1628,2,2,3,15.0,2,1,0,0,1,0,1,174,1.38,88
1.2,6230.0,1926.0,214,3,2,2,3.0,1,0,0,0,0,0,1,79,2.9,23
1.4,10378.0,1349.0,1349,2,2,2,11.0,1,0,0,0,0,0,1,49,1.7,102
1.76,9909.0,1776.0,1776,3,3,3,9.0,3,0,1,0,1,0,1,158,5.15,48
1.45,9797.0,1480.0,1480,3,2,3,8.0,2,0,0,0,0,0,2,72,1.27,86
1.4,8856.0,1581.0,1578,3,3,2,9.0,2,0,0,0,1,0,0,120,1.535,69
7.15,16486.0,4337.0,4337,4,5,3,7.0,2,1,1,1,0,0,1,158,4.25,62
2.72,11574.0,2350.0,2350,4,4,3,0.0,2,0,1,0,1,0,1,128,3.0,67
0.4,7359.0,544.0,543,2,2,2,11.0,1,0,0,0,0,0,0,37,0.85,93
1.1,7586.0,1450.0,1450,2,2,3,8.0,1,0,0,0,0,0,0,60,1.655,70
1.34,10276.0,1304.0,1304,2,2,3,17.0,1,0,0,0,0,0,1,110,1.655,70
0.95,6178.0,1538.0,1457,2,2,3,8.0,0,1,0,0,0,1,0,72,1.5,114
19.5,22222.0,8775.0,975,5,6,3,2.0,3,1,1,1,1,0,1,110,5.15,48
5.6,11529.0,4857.0,4857,4,6,3,15.0,3,0,1,0,0,0,1,157,4.0,112
0.96,5413.0,1774.0,1404,2,2,3,8.0,3,0,0,0,0,0,0,85,1.75,91
2.34,11185.0,2092.0,2092,3,4,3,14.0,2,0,1,0,0,0,2,174,2.205,81
3.25,10156.0,3200.0,3200,4,4,3,12.0,3,0,0,0,1,0,1,119,5.25,43
1.25,8620.0,1450.0,1450,3,4,3,3.0,2,1,1,0,0,0,0,49,1.25,77
1.47,12250.0,1200.0,1200,2,2,2,2.0,0,1,0,0,0,0,0,76,2.025,61
0.75,6938.0,1081.0,1081,3,1,0,1.0,5,0,0,0,0,0,0,0,0.735,36
10.5,32407.0,3240.0,360,5,6,3,3.0,1,1,1,0,1,0,1,153,2.35,28
0.98,6261.0,1565.0,1565,2,2,3,14.0,3,1,0,0,0,0,0,92,1.36,2
1.66,10134.0,1638.0,1638,3,3,2,0.0,2,0,0,0,0,0,0,157,1.535,69
0.52,10666.0,488.0,525,1,1,1,1.0,4,0,0,0,0,0,0,34,1.7,56
0.66,5181.0,1274.0,1264,2,2,3,12.0,2,0,0,0,1,0,0,49,1.5,114
0.7,4117.0,1700.0,1700,4,4,1,2.0,3,0,0,0,0,0,0,0,1.15,12
9.0,19231.0,4680.0,520,5,5,2,2.0,4,1,1,1,1,0,2,110,1.36,2
1.2,10452.0,1148.0,1640,2,2,3,2.0,2,0,0,1,0,0,0,156,1.3,85
0.36,8990.0,400.0,406,1,1,1,7.0,2,0,0,0,0,0,0,95,0.735,36
3.5,15555.0,2250.0,2050,6,5,2,3.0,4,1,1,0,1,1,2,155,0.725,5
2.35,12144.0,1935.0,1935,3,4,3,14.0,3,0,1,0,0,0,1,156,3.0,67
1.51,7641.0,1976.0,1976,3,3,3,7.0,2,0,1,0,0,0,0,49,1.655,70
0.85,8947.0,950.0,1245,2,2,2,18.0,3,0,0,0,1,0,1,119,1.19,83
1.05,10603.0,990.0,97,2,2,1,15.0,0,0,0,0,0,0,0,45,1.3,85
1.9,9620.0,1975.0,1975,3,3,3,10.0,3,0,1,0,0,0,1,31,3.85,72
6.25,34722.0,1800.0,200,5,5,3,2.0,3,0,1,0,1,0,1,112,9.0,25
1.32,16923.0,780.0,780,3,3,3,1.0,0,0,0,0,0,0,0,45,1.115,89
0.88,6353.0,1385.0,1385,2,2,3,1.0,2,0,0,0,0,0,0,49,1.2,106
0.3,8290.0,362.0,361,1,2,2,5.0,1,0,0,0,0,0,0,37,1.25,103
1.5,9868.0,1520.0,1520,3,2,3,17.0,2,0,0,0,0,0,0,42,1.185,37
1.75,10028.0,1745.0,1745,3,3,3,10.0,2,0,0,0,1,0,1,49,2.175,109
0.9,6272.0,1435.0,1435,3,3,3,9.0,5,0,0,0,0,0,0,66,1.185,37
3.0,14655.0,2047.0,2047,3,3,3,4.0,2,0,0,1,0,0,1,174,3.0,67
0.28,4307.0,650.0,650,2,2,2,12.0,1,0,0,0,0,0,0,0,1.5,114
0.56,6812.0,822.0,822,2,2,3,3.0,1,0,0,0,0,0,0,111,1.5,114
3.71,19818.0,1872.0,208,3,3,1,4.0,3,0,0,0,1,0,0,0,1.15,12
2.85,12855.0,2217.0,2217,3,3,3,10.0,1,0,1,0,0,0,0,72,2.45,113
1.25,8928.0,1400.0,1735,3,3,3,2.0,2,1,0,0,0,0,0,49,1.185,37
2.0,8733.0,2290.0,2290,3,4,3,4.0,2,0,1,0,0,0,0,60,1.58,104
0.35,6489.0,539.0,547,2,2,2,8.0,2,0,0,0,0,0,0,45,0.675,107
2.15,10262.0,2095.0,2095,3,4,3,9.0,2,0,1,0,0,0,0,97,2.175,109
1.64,8410.0,1950.0,1950,4,3,3,9.0,2,0,1,0,0,0,0,102,1.25,77
0.85,7522.0,1130.0,1130,3,3,0,1.0,5,0,0,0,0,0,0,0,0.65,4
2.4,10000.0,2400.0,2400,3,3,0,0.0,3,0,0,0,0,0,1,22,2.4,47
4.5,9091.0,4950.0,550,4,5,2,2.0,4,0,0,0,0,0,0,0,1.375,13
0.43,3152.0,1364.0,1364,2,2,2,6.0,2,0,0,0,0,0,0,120,0.4,95
1.38,13495.0,1023.0,1650,3,3,3,6.0,2,0,1,0,0,0,1,128,1.7,102
15.5,34307.0,4518.0,502,5,6,3,3.0,3,1,1,1,1,0,0,144,9.0,25
1.35,5744.0,2350.0,2350,4,4,3,8.0,3,0,1,0,0,0,0,26,1.0,71
3.0,15189.0,1975.0,1975,4,4,3,2.0,2,0,1,0,0,0,0,87,2.775,65
0.32,5776.0,554.0,554,2,2,2,19.0,2,0,0,0,0,0,1,21,1.5,114
0.75,5490.0,1366.0,1366,2,2,3,14.0,2,0,0,0,1,0,0,174,0.675,107
0.36,6569.0,548.0,548,2,2,1,9.0,2,0,0,0,0,0,0,28,0.675,107
1.0,9066.0,1103.0,1103,2,2,2,2.0,1,1,0,0,0,0,0,49,1.115,89
0.35,5319.0,658.0,658,2,2,2,18.0,1,0,0,0,0,0,0,15,1.5,114
4.3,13870.0,3100.0,3100,4,5,3,4.0,1,1,1,0,1,0,0,88,5.15,48
1.7,9843.0,1727.0,1727,3,3,2,10.0,1,0,1,0,0,1,1,44,3.0,67
1.36,8841.0,1538.0,1538,3,3,1,12.0,2,0,0,0,1,0,0,86,1.535,69
3.4,22222.0,1530.0,170,6,6,3,2.0,3,0,0,0,0,0,1,29,1.7,56
3.0,11904.0,2520.0,2520,4,4,0,3.0,5,0,0,0,0,0,0,0,3.0,67
14.0,39886.0,3510.0,390,9,9,3,4.0,3,0,1,0,0,0,0,7,5.25,43
3.95,16858.0,2343.0,2343,3,5,2,15.0,1,0,1,0,0,0,0,118,1.665,108
5.7,211111.0,270.0,270,4,4,0,1.0,5,0,0,0,0,0,0,46,4.86,54
1.65,5683.0,2903.0,2727,4,4,3,7.0,3,0,0,0,0,0,0,117,1.25,90
0.95,7307.0,1300.0,1300,2,3,2,1.0,4,1,0,0,0,0,1,20,1.36,2
1.25,6476.0,1930.0,1930,3,3,3,6.0,2,0,1,0,1,0,0,136,1.25,90
3.79,9895.0,3830.0,3830,5,5,3,4.0,2,0,1,0,0,1,0,125,3.35,110
0.34,12592.0,270.0,270,2,2,2,3.0,3,0,0,0,0,0,0,22,3.35,110
3.5,32407.0,1080.0,120,5,4,3,3.0,4,0,0,0,0,0,0,15,4.25,24
1.75,9449.0,1852.0,1852,3,3,3,10.0,2,1,1,0,1,1,0,49,1.7,102
0.9,7582.0,1187.0,1187,2,2,3,3.0,1,0,1,0,0,1,0,153,1.655,70
1.58,13739.0,1150.0,1150,2,2,2,3.0,1,1,0,0,0,0,0,15,2.025,61
0.8,5797.0,1380.0,1380,2,2,3,2.0,2,0,0,0,0,0,0,78,1.185,37
0.5,7812.0,640.0,640,3,3,1,0.0,2,0,0,0,0,0,0,0,0.82,92
5.5,23504.0,2340.0,260,4,4,2,2.0,2,0,1,0,0,0,1,22,5.15,48
0.36,8888.0,405.0,405,1,1,1,10.0,2,0,0,0,0,0,0,44,2.65,111
2.0,9583.0,2087.0,2087,4,4,2,0.0,2,0,0,0,0,0,0,157,1.535,69
8.0,22222.0,3600.0,400,6,7,3,3.0,3,1,1,1,1,0,1,151,3.0,67
2.45,10698.0,2290.0,2290,3,4,2,1.0,4,1,0,0,0,0,1,42,2.4,47
2.05,9950.0,2060.0,2087,4,4,2,0.0,2,0,0,0,0,0,0,157,1.535,69
4.45,6846.0,6500.0,6500,4,5,3,27.0,2,0,0,0,0,0,0,110,1.58,104
1.42,10380.0,1368.0,1368,2,2,3,14.0,5,0,0,0,0,0,0,0,1.7,102
2.4,10825.0,2217.0,2217,3,4,3,5.0,2,0,1,0,0,0,0,49,2.45,113
9.25,39530.0,2340.0,265,12,12,3,4.0,1,0,1,0,1,1,2,49,3.97,31
0.6,6173.0,972.0,108,8,3,2,3.0,4,0,0,0,0,0,0,0,1.05,21
17.0,37627.0,4518.0,502,5,5,3,2.0,2,1,1,1,1,0,1,124,13.0,26
2.5,14611.0,1711.0,1711,3,3,2,19.0,1,0,0,0,0,0,0,166,1.665,108
1.5,9146.0,1640.0,1640,4,4,3,3.0,4,0,0,0,0,0,0,65,1.805,52
1.15,5284.0,2176.0,2176,3,3,3,9.0,3,0,1,0,0,1,0,22,0.95,78
0.28,5828.0,480.0,489,2,2,2,0.0,2,0,0,0,0,0,0,45,0.675,107
0.85,11333.0,750.0,750,3,2,3,1.0,1,0,0,0,0,0,0,33,0.735,36
3.45,12356.0,2792.0,2792,4,4,3,25.0,3,0,1,0,0,0,0,67,2.205,81
4.25,13076.0,3250.0,3250,4,4,3,0.0,2,0,1,0,0,0,1,174,3.85,72
1.2,8433.0,1423.0,1423,3,3,2,2.0,5,0,0,0,0,0,0,45,1.115,89
0.5,6250.0,800.0,800,2,2,2,10.0,2,0,0,0,0,0,0,8,1.25,103
1.45,8367.0,1733.0,161,2,2,3,9.0,2,1,0,0,0,0,2,85,1.38,88
2.8,14358.0,1950.0,1950,3,3,2,12.0,1,1,1,0,1,0,2,69,3.475,66
2.8,161849.0,173.0,173,5,5,3,2.0,4,0,0,0,1,0,1,74,2.9,23
6.75,10838.0,6228.0,692,4,4,3,2.0,1,0,1,0,1,0,0,130,2.175,109
1.15,8518.0,1350.0,150,5,3,2,2.0,4,0,0,0,1,0,0,15,1.16,7
0.45,8754.0,514.0,514,2,2,2,14.0,1,0,0,0,0,0,0,24,0.4,95
1.75,7402.0,2364.0,2364,4,4,3,9.0,2,0,1,0,1,0,0,88,1.75,91
1.1,6162.0,1785.0,1785,3,3,3,5.0,2,0,0,0,0,0,1,96,1.19,83
1.7,8504.0,1999.0,1999,4,4,3,2.0,1,0,0,0,0,0,0,47,1.1,68
0.7,4521.0,1548.0,1548,2,2,3,1.0,3,0,0,0,0,0,1,0,1.665,108
1.51,7869.0,1919.0,1920,3,4,3,7.0,3,0,1,0,0,0,1,84,1.36,2
0.44,7321.0,601.0,601,2,2,2,6.0,2,0,0,0,0,0,1,63,1.27,86
2.35,8468.0,2775.0,2598,3,3,3,14.0,2,1,1,0,0,0,1,165,1.7,102
1.75,7530.0,2324.0,2324,4,5,3,1.0,1,0,1,0,0,0,0,60,1.58,104
1.75,8883.0,1970.0,1970,4,4,1,12.0,2,0,0,0,0,0,0,86,1.535,69
0.6,4546.0,1320.0,1320,2,2,3,11.0,0,0,0,0,0,1,0,23,0.82,92
1.38,7225.0,1910.0,1910,3,3,3,5.0,3,1,0,0,0,0,1,134,1.7,56
0.9,4615.0,1950.0,1950,3,4,3,4.0,2,0,1,0,0,0,0,165,1.25,90
4.45,35185.0,1265.0,150,4,4,3,3.0,4,0,0,0,0,0,0,25,13.0,26
3.25,22429.0,1449.0,161,4,4,3,3.0,3,1,1,1,1,0,1,29,3.97,31
0.36,7643.0,471.0,546,2,2,1,4.0,1,0,0,0,0,0,0,60,1.3,79
7.0,23333.0,3000.0,3000,4,6,3,12.0,3,0,1,1,1,0,1,108,4.86,54
1.4,9675.0,1447.0,1720,3,3,3,11.0,2,0,1,0,0,0,2,58,1.19,83
2.35,11227.0,2093.0,2093,3,3,3,8.0,3,0,0,1,0,0,1,149,6.975,50
2.15,10924.0,1968.0,2812,4,5,3,6.0,2,0,1,0,0,0,0,156,1.3,85
2.95,14727.0,2003.0,2003,3,4,2,12.0,2,0,0,0,0,0,0,49,1.665,108
1.1,10410.0,1057.0,1056,2,2,2,14.0,0,0,0,0,0,0,0,60,0.85,3
4.3,29311.0,1467.0,163,6,4,2,2.0,3,0,0,0,0,1,0,0,2.4,47
1.25,5000.0,2500.0,2350,4,4,3,2.0,2,0,1,0,1,1,0,57,0.95,78
1.2,10018.0,1198.0,1197,1,2,2,32.0,0,0,0,0,0,0,0,39,0.95,78
9.9,49500.0,2000.0,2000,2,2,2,3.0,5,0,0,0,0,0,0,0,0.6,105
3.35,16750.0,2000.0,2691,3,4,3,12.0,1,1,1,0,0,0,0,174,2.45,113
1.8,9350.0,1925.0,1925,3,3,3,3.0,2,1,0,0,0,0,0,135,1.655,70
7.1,32870.0,2160.0,240,5,4,3,2.0,3,1,0,1,1,0,1,110,6.975,50
0.71,5522.0,1286.0,1295,2,2,0,9.0,0,0,0,0,0,0,0,0,1.3,79
1.48,7400.0,2000.0,2000,3,3,2,1.0,1,0,1,1,0,0,1,139,0.9,84
1.25,6703.0,1865.0,1865,3,3,3,18.0,0,0,0,0,0,0,0,51,1.655,70
2.87,11903.0,2411.0,2411,3,3,3,16.0,2,0,1,0,0,0,1,174,3.0,67
2.2,13496.0,1630.0,1630,3,3,2,3.0,0,0,0,0,0,0,0,16,2.025,61
1.65,10645.0,1550.0,1745,3,3,3,19.0,2,0,0,1,0,0,1,159,2.175,109
1.4,8139.0,1720.0,1720,3,3,3,2.0,2,1,1,1,1,0,1,174,1.19,83
3.49,13000.0,2685.0,2452,3,3,3,19.0,2,0,1,0,0,0,0,103,3.0,67
1.4,6340.0,2208.0,1735,3,3,3,10.0,5,0,0,0,0,0,0,28,1.25,77
5.8,29974.0,1935.0,215,6,6,3,2.0,2,0,1,0,0,1,1,49,5.25,43
3.21,11825.0,2715.0,2520,3,3,3,9.0,1,0,0,0,0,0,0,49,2.45,113
0.9,10000.0,900.0,900,3,4,3,3.0,3,0,0,0,0,1,1,42,0.85,3
0.85,9444.0,900.0,900,5,3,3,1.0,5,0,0,0,0,0,0,0,0.725,5
8.5,13492.0,6300.0,6300,5,6,3,10.0,2,1,1,1,1,0,1,145,3.85,72
0.4,8547.0,468.0,468,1,1,1,6.0,2,0,0,0,0,0,2,52,1.19,83
2.95,12235.0,2411.0,2411,3,3,3,10.0,2,0,1,0,0,0,1,174,3.0,67
1.1,4327.0,2542.0,2542,4,3,3,9.0,2,0,1,0,0,1,0,22,0.4,95
1.0,4723.0,2117.0,1800,3,3,3,3.0,0,0,0,0,0,0,0,51,1.185,37
1.0,5923.0,1688.0,1435,2,2,2,11.0,2,1,0,0,0,0,1,90,2.4,82
0.92,4022.0,2287.0,2287,3,3,3,8.0,3,0,1,0,0,0,0,5,1.5,114
0.45,4591.0,980.0,980,2,2,1,2.0,2,1,0,0,0,0,0,89,0.4,95
1.25,4854.0,2575.0,2575,4,5,2,8.0,2,1,1,0,0,0,0,165,1.25,90
2.35,14242.0,1650.0,1650,3,3,3,2.0,2,1,1,0,0,0,1,168,2.775,65
1.4,9102.0,1538.0,1538,3,3,1,12.0,2,0,0,0,0,0,1,157,1.535,69
0.55,5556.0,990.0,990,2,2,3,15.0,5,0,0,0,0,0,0,0,0.4,95
0.74,7400.0,1000.0,1000,3,3,0,2.0,5,0,0,0,0,0,0,0,0.6,105
11.0,35222.0,3123.0,3123,4,6,3,7.0,2,0,1,0,0,0,2,125,4.86,54
1.8,21875.0,823.0,900,1,1,2,3.0,2,0,0,0,0,0,0,0,1.9,39
1.0,5128.0,1950.0,1950,4,3,2,1.0,2,0,0,0,0,0,0,49,0.82,92
0.38,58.0,65517.0,64412,3,2,1,12.0,2,0,0,0,0,0,0,51,0.4,95
0.65,5000.0,1300.0,1300,2,2,2,12.0,4,1,0,0,0,0,0,103,1.25,90
1.3,8269.0,1572.0,1572,2,2,3,3.0,1,1,0,0,0,0,0,49,1.3,79
3.49,10264.0,3400.0,3400,4,5,3,7.0,2,0,1,0,0,0,0,165,3.35,110
6.75,32328.0,2088.0,232,4,4,3,3.0,2,0,1,0,0,0,1,26,2.675,49
1.05,11475.0,915.0,915,2,2,2,0.0,0,0,0,0,0,0,0,49,1.7,102
2.26,13696.0,1650.0,1777,3,3,2,19.0,4,0,1,0,0,0,0,158,2.35,28
0.5,8333.0,600.0,600,1,1,2,3.0,5,0,0,0,0,0,0,0,1.7,56
2.54,15500.0,1639.0,1640,3,3,3,2.0,0,0,0,1,0,0,0,16,2.025,61
2.0,8474.0,2360.0,2366,3,4,3,9.0,2,0,1,0,0,0,0,108,1.3,79
0.95,6333.0,1500.0,1500,3,3,3,9.0,2,0,1,0,0,0,0,90,1.25,90
1.12,7146.0,1567.0,1572,2,2,3,6.0,2,1,0,0,0,0,0,49,1.3,79
1.01,7137.0,1415.0,1415,2,2,3,0.0,3,0,0,0,0,0,0,92,1.36,2
2.3,9387.0,2450.0,2450,3,4,3,10.0,3,0,1,0,0,0,0,101,1.58,104
6.0,12272.0,4889.0,4400,4,3,3,5.0,3,0,1,0,0,0,0,31,6.975,50
12.0,37037.0,3240.0,360,5,5,3,3.0,1,0,1,1,1,0,1,106,3.475,66
0.92,4854.0,1895.0,1895,4,5,3,14.0,3,0,0,0,0,0,1,131,0.82,92
3.25,14142.0,2298.0,2298,4,4,3,34.0,0,1,1,0,1,0,0,115,2.45,113
1.76,7945.0,2215.0,2215,4,4,3,8.0,2,0,0,0,0,0,1,135,1.25,90
1.75,8706.0,2010.0,2010,4,4,2,10.0,2,0,0,0,0,0,1,109,1.535,69
5.25,27132.0,1935.0,215,4,4,2,2.0,4,1,1,0,0,0,1,80,5.25,43
2.5,25960.0,963.0,107,7,7,3,4.0,2,0,0,0,0,1,2,20,5.25,43
0.4,7029.0,569.0,569,2,2,1,14.0,2,0,0,0,0,0,0,38,1.58,104
0.9,4615.0,1950.0,1950,3,4,3,4.0,2,0,1,0,0,0,0,165,1.25,90
0.95,10383.0,915.0,915,2,2,2,14.0,5,0,0,0,0,0,0,0,1.7,102
1.7,8947.0,1900.0,1900,4,3,3,1.0,2,0,0,0,0,0,1,49,1.655,70
0.47,10601.0,443.0,49,2,2,1,2.0,1,1,0,0,0,0,1,73,0.65,4
0.95,6859.0,1385.0,1385,2,2,3,2.0,2,0,0,0,0,0,0,49,1.2,106
1.37,8907.0,1538.0,1538,3,3,1,12.0,2,0,0,0,0,0,0,116,1.535,69
0.35,6315.0,554.0,554,2,2,2,14.0,1,0,0,0,0,0,0,53,1.5,114
1.8,13846.0,1300.0,1818,3,3,3,10.0,2,0,1,0,0,0,2,174,2.4,82
1.35,10000.0,1350.0,1350,5,5,3,4.0,2,0,0,0,0,0,0,0,1.5,114
2.51,11992.0,2093.0,2093,3,3,3,11.0,3,0,0,1,1,0,1,109,6.975,50
0.22,4210.0,523.0,570,2,2,1,1.0,2,0,0,0,0,1,2,36,0.725,5
2.45,12140.0,2018.0,2018,3,3,3,25.0,2,1,0,0,0,0,0,137,1.56,74
1.2,10909.0,1100.0,1100,2,3,0,0.0,5,0,0,0,0,0,0,54,1.535,69
1.25,7396.0,1690.0,1690,3,2,1,2.0,1,0,0,0,0,0,0,100,1.27,86
2.2,24202.0,909.0,101,3,3,2,3.0,4,0,0,1,0,0,1,56,4.25,46
1.91,16608.0,1150.0,1150,2,2,2,11.0,1,0,0,0,0,0,2,98,2.35,28
0.95,6542.0,1452.0,1452,2,2,3,6.0,1,1,0,0,0,0,1,56,1.5,114
0.88,7978.0,1103.0,1103,2,2,0,2.0,5,0,0,0,0,0,0,45,1.115,89
7.69,24069.0,3195.0,355,4,5,3,2.0,3,1,1,1,1,0,1,110,5.15,48
2.25,7500.0,3000.0,550,11,11,3,5.0,1,0,0,0,0,1,2,28,5.25,43
1.1,5055.0,2176.0,2176,3,3,3,9.0,4,0,1,0,0,0,0,80,0.95,78
0.9,11464.0,785.0,785,5,4,3,3.0,3,1,1,0,1,1,0,0,1.375,13
1.32,8411.0,1569.0,1568,3,3,1,12.0,2,0,0,0,1,0,1,86,1.535,69
1.9,9743.0,1950.0,1950,3,3,3,10.0,1,0,1,1,1,1,0,36,1.655,70
4.25,18518.0,2295.0,2295,3,4,3,3.0,0,0,0,0,0,0,0,0,4.625,59
4.5,33333.0,1350.0,150,5,5,3,2.0,4,0,0,0,0,0,0,7,13.0,26
1.2,6742.0,1780.0,1780,3,3,0,11.0,5,0,0,0,0,0,0,66,1.5,114
2.2,11190.0,1966.0,2100,3,4,3,7.0,2,0,1,0,0,0,2,104,2.205,81
4.05,20769.0,1950.0,1710,3,3,3,2.0,3,0,1,1,0,0,0,46,2.675,49
3.1,20026.0,1548.0,172,5,4,3,2.0,3,0,1,1,0,0,1,59,3.325,55
1.55,13790.0,1124.0,1406,2,2,3,18.0,2,0,0,0,0,1,0,137,1.56,74
1.5,7058.0,2125.0,2125,3,3,3,8.0,2,1,1,0,0,0,0,105,1.115,89
0.65,13000.0,500.0,500,2,1,1,3.0,3,0,0,0,0,0,0,7,0.65,4
1.5,8108.0,1850.0,1850,3,3,3,11.0,1,0,0,0,0,0,0,39,1.38,88
1.1,9909.0,1110.0,1110,2,2,3,9.0,3,0,0,0,0,0,1,44,1.45,33
5.85,26423.0,2214.0,246,4,5,3,2.0,2,0,1,0,0,0,1,85,2.175,109
1.75,6903.0,2535.0,2535,4,5,3,1.0,5,0,0,0,0,0,0,54,2.4,82
1.39,11583.0,1200.0,540,2,2,1,3.0,4,0,0,1,0,0,0,37,2.35,28
5.5,14612.0,3764.0,3764,4,5,3,5.0,3,0,1,0,0,1,1,8,2.35,28
3.2,17777.0,1800.0,2200,3,3,3,12.0,2,1,1,1,1,0,1,117,3.475,66
1.0,10309.0,970.0,970,3,2,2,3.0,3,0,0,0,0,0,0,58,1.655,70
5.15,26615.0,1935.0,215,9,9,3,3.0,2,0,0,1,0,0,1,75,2.4,47
0.88,8042.0,1094.0,1360,2,2,3,8.0,2,1,0,0,0,0,1,95,2.205,81
2.9,14478.0,2003.0,2003,3,4,2,11.0,2,0,0,0,0,0,0,108,1.665,108
